,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CDC34,5.6961330947036e-70,0.70126393295584,0.055,0.823,1.11712562253327e-65,3,CDC34
BRD4,5.91445845611114e-70,0.337518114503236,0.051,0.814,1.15994359241252e-65,3,BRD4
RBM26,7.45164277505988e-70,0.525180986704877,0.081,0.877,1.46141618104474e-65,3,RBM26
BOLA2,8.92790479559449e-70,0.47414299925719,0.072,0.858,1.75094068851199e-65,3,BOLA2
EPB41L4A-AS11,1.05214453039982e-69,0.277924695812776,0.119,0.949,2.06346585302013e-65,3,EPB41L4A-AS1
ETF1,1.25620748523497e-69,0.259396273302362,0.076,0.864,2.46367412004282e-65,3,ETF1
PHAX,1.30819363426171e-69,0.850491903832896,0.068,0.848,2.56562935551406e-65,3,PHAX
NANS,1.45067405390749e-69,0.500742716424522,0.102,0.92,2.84506195452336e-65,3,NANS
FAM192A,1.64594489437579e-69,0.516532356156072,0.064,0.838,3.2280271268498e-65,3,FAM192A
CUEDC2,1.75856037099523e-69,0.413715956757781,0.072,0.844,3.44888859959584e-65,3,CUEDC2
COA5,1.98910657704016e-69,0.273550057714829,0.097,0.896,3.90103581889117e-65,3,COA5
PGLS,2.07548871343876e-69,0.342175162749905,0.127,0.957,4.07044846479609e-65,3,PGLS
NUFIP2,2.37684764427131e-69,0.484775569217528,0.047,0.801,4.66147359994489e-65,3,NUFIP2
COPS5,2.5512545489478e-69,0.366425510370024,0.11,0.936,5.00352042139642e-65,3,COPS5
ISG20L2,2.5702094291906e-69,0.288877325212779,0.064,0.836,5.04069473252861e-65,3,ISG20L2
DLGAP4,2.84076923589e-69,0.890625491924002,0.072,0.851,5.57131662542747e-65,3,DLGAP4
MAGEF11,3.01914137382769e-69,0.25814748040831,0.085,0.872,5.92114006235087e-65,3,MAGEF1
PPIL4,3.50919702740214e-69,0.449016323660655,0.047,0.8,6.88223721014109e-65,3,PPIL4
MRPL1,3.77560202122811e-69,0.885158776958438,0.085,0.877,7.40471068403257e-65,3,MRPL1
FASTK,3.83736440612457e-69,0.351029760258891,0.081,0.869,7.52583907329151e-65,3,FASTK
PAXX1,4.6942437073e-69,0.570014239556981,0.097,0.896,9.20635075875677e-65,3,PAXX
MAP4K4,4.70126034919872e-69,0.843103909486983,0.072,0.851,9.22011179684853e-65,3,MAP4K4
ISOC21,4.96076054433718e-69,0.308574205006036,0.102,0.908,9.72904357955407e-65,3,ISOC2
MBD4,5.18015021568719e-69,0.721769675513089,0.076,0.859,1.01593106030057e-64,3,MBD4
TBCB,5.54237248608541e-69,0.279568197829157,0.081,0.867,1.08697009197107e-64,3,TBCB
PSME1,5.90678857766774e-69,0.346684886227658,0.123,0.942,1.1584393758522e-64,3,PSME1
PAPSS1,6.24972639735944e-69,0.602646105978019,0.123,0.949,1.22569634105013e-64,3,PAPSS1
NSFL1C,6.29182969239309e-69,0.288725199502811,0.097,0.903,1.23395363927213e-64,3,NSFL1C
PAGR11,6.47935718526952e-69,0.50354350215419,0.081,0.87,1.27073153117506e-64,3,PAGR1
TMEM203,6.55985950688981e-69,0.77722809330909,0.076,0.854,1.28651964649123e-64,3,TMEM203
FKBP8,8.19435960479091e-69,0.478903381686598,0.102,0.903,1.60707780569159e-64,3,FKBP8
MTIF3,9.33954061366738e-69,0.478738871522301,0.072,0.852,1.83167070515245e-64,3,MTIF3
STX10,1.01921806957433e-68,0.861398993483898,0.097,0.899,1.99889047804918e-64,3,STX10
TRIM27,1.12143572452585e-68,0.82858774629718,0.068,0.842,2.19935974294009e-64,3,TRIM27
GABARAPL2,1.23977513527029e-68,0.264455967516988,0.119,0.952,2.4314469952921e-64,3,GABARAPL2
DNAJC211,1.65659363874048e-68,0.418691813731047,0.11,0.927,3.24891144429782e-64,3,DNAJC21
CHMP3,1.65971539621126e-68,0.250695622113597,0.123,0.942,3.25503383504953e-64,3,CHMP3
WDR13,1.76984302914733e-68,0.748859126825609,0.076,0.852,3.47101614876374e-64,3,WDR13
TSN,1.85454485403059e-68,0.633613867238005,0.097,0.901,3.63713336772479e-64,3,TSN
GRSF1,1.91699784625563e-68,0.680523268271637,0.127,0.964,3.75961617607654e-64,3,GRSF1
DAZAP11,1.99435346349772e-68,0.262820603181112,0.081,0.859,3.91132601261172e-64,3,DAZAP1
VMA21,2.17803354743344e-68,0.275138225493234,0.081,0.863,4.27155939322647e-64,3,VMA21
TRIAP1,2.38769522592279e-68,0.274289171076337,0.068,0.838,4.68274787707977e-64,3,TRIAP1
MYCBP,2.39497903647188e-68,0.343060865853036,0.097,0.898,4.69703288632866e-64,3,MYCBP
COPS2,2.44041780512983e-68,0.363622561039699,0.076,0.858,4.78614739942062e-64,3,COPS2
STIP11,2.66142123837154e-68,0.418450019998151,0.097,0.901,5.21957933269426e-64,3,STIP1
RRP36,2.81649386708398e-68,0.284396176009124,0.106,0.919,5.5237077721251e-64,3,RRP36
USO1,2.86067674216291e-68,0.339366523729842,0.089,0.872,5.61035922672991e-64,3,USO1
ACTR3B,2.87239383202009e-68,0.5360028993662,0.11,0.926,5.6333387833578e-64,3,ACTR3B
GNG10,2.93863528742709e-68,0.500540250339791,0.093,0.883,5.76325152570201e-64,3,GNG10
PDCD2,3.19190933121897e-68,0.287477038457456,0.093,0.89,6.25997258038665e-64,3,PDCD2
YTHDF2,3.57424787573091e-68,0.599570399969951,0.081,0.864,7.00981493388346e-64,3,YTHDF2
TFG,4.20559951145633e-68,0.56273343230245,0.093,0.894,8.24802176186816e-64,3,TFG
SRP19,4.2508726654834e-68,0.265541304408755,0.123,0.953,8.33681147154604e-64,3,SRP19
LEPROTL1,4.25284056426056e-68,0.436913071288749,0.119,0.935,8.34067091462781e-64,3,LEPROTL1
TARS,4.3621577450935e-68,0.382494401134472,0.068,0.833,8.55506376967737e-64,3,TARS
MKRN1,4.39971733699465e-68,0.654149324573259,0.081,0.86,8.6287256413139e-64,3,MKRN1
PDHB,4.74742310497737e-68,0.352254512218171,0.064,0.825,9.31064619348161e-64,3,PDHB
PRPF4B,4.81578792258062e-68,0.598993367354455,0.131,0.958,9.44472327376511e-64,3,PRPF4B
DNM1L,5.59818624615839e-68,0.532035484559546,0.051,0.799,1.09791628659658e-63,3,DNM1L
TBL2,5.66602897165213e-68,0.384801749113571,0.042,0.783,1.11122160192042e-63,3,TBL2
BRIX1,6.09905817292437e-68,0.732320918547197,0.102,0.905,1.19614728887393e-63,3,BRIX1
MYL6B,6.1179797461011e-68,0.536357731269596,0.093,0.891,1.19985818780535e-63,3,MYL6B
ACADVL,7.36604986225126e-68,0.366871213981577,0.093,0.887,1.44462969898472e-63,3,ACADVL
CSNK2A2,8.09970885631941e-68,0.358143673777285,0.055,0.809,1.58851490090136e-63,3,CSNK2A2
IFT43,9.23957895933019e-68,0.476539837109373,0.055,0.806,1.81206622550384e-63,3,IFT43
PNPLA2,1.06762974431681e-67,0.39788111101654,0.055,0.808,2.09383545455412e-63,3,PNPLA2
TWISTNB,1.07264895691286e-67,0.28154743389944,0.11,0.925,2.10367913429751e-63,3,TWISTNB
COPS4,1.12224813402695e-67,0.425226345389261,0.068,0.835,2.20095304045364e-63,3,COPS4
MRGBP1,1.20425176949914e-67,0.474479388610235,0.097,0.894,2.36177857034172e-63,3,MRGBP
FAM98A,1.24499950598781e-67,0.364964061601859,0.097,0.894,2.4416930311433e-63,3,FAM98A
DNAJA2,1.37666816972009e-67,0.397305656095213,0.114,0.934,2.69992161445504e-63,3,DNAJA2
GGNBP2,1.3926689162734e-67,0.572033734922484,0.059,0.814,2.7313022785954e-63,3,GGNBP2
MLX,1.40868850422923e-67,0.259582736810855,0.038,0.77,2.76271989449437e-63,3,MLX
CNIH1,1.61657610316532e-67,0.336648938439419,0.064,0.825,3.17042905352783e-63,3,CNIH1
ARHGDIA,1.8154675058048e-67,0.418641813042153,0.068,0.83,3.56049487238437e-63,3,ARHGDIA
BTF3L4,2.03949739983177e-67,0.255367722114307,0.089,0.875,3.99986230055007e-63,3,BTF3L4
PADI2,2.07134605411244e-67,0.644457430735715,0.093,0.89,4.06232388132532e-63,3,PADI2
DPCD,2.17457678927556e-67,0.621023980994601,0.068,0.831,4.26477999912723e-63,3,DPCD
PCID2,2.2792376157765e-67,0.295548736640537,0.081,0.858,4.47004081206087e-63,3,PCID2
PMEPA1,2.37009034343801e-67,0.256263894163946,0.068,0.833,4.64822118155062e-63,3,PMEPA1
RSRC1,2.42457349138518e-67,0.738324116478393,0.064,0.819,4.75507353130462e-63,3,RSRC1
MRTO4,2.42574582512166e-67,0.648827511334315,0.093,0.882,4.7573727122286e-63,3,MRTO4
TMED2,2.49869565230823e-67,0.590643968432368,0.119,0.943,4.9004419133069e-63,3,TMED2
AP2M1,2.54742277451657e-67,0.433086298732107,0.131,0.955,4.99600554538189e-63,3,AP2M1
TAF11,3.39392008707289e-67,0.62267534190916,0.097,0.883,6.65615607476735e-63,3,TAF11
XPO11,3.42619555686742e-67,0.464576657121415,0.114,0.928,6.71945472612839e-63,3,XPO1
IMP31,3.484963926317e-67,0.478085406682231,0.106,0.909,6.83471125229289e-63,3,IMP3
ELAVL1,3.9257566231818e-67,0.424164607065127,0.076,0.847,7.69919388938415e-63,3,ELAVL1
NDUFS4,3.98320880233591e-67,0.539852223953794,0.119,0.938,7.81186910314119e-63,3,NDUFS4
BSCL2,3.99174740749222e-67,0.528735659580802,0.106,0.909,7.82861501557374e-63,3,BSCL2
RNASEH1,4.04716404038554e-67,0.532516493857948,0.106,0.915,7.93729811600412e-63,3,RNASEH1
PHKB,4.08579989222368e-67,0.408042305098091,0.072,0.841,8.01307074862908e-63,3,PHKB
ACTR6,4.16728396589848e-67,0.684792316875336,0.106,0.909,8.1728773139201e-63,3,ACTR6
CDK16,4.19649180421156e-67,0.524699087800304,0.064,0.819,8.23015972641972e-63,3,CDK16
KIAA1324,4.55135439907284e-67,0.471539880874865,0.123,0.949,8.92611624746166e-63,3,KIAA1324
RAB1B,4.62350455084327e-67,0.36483523767834,0.064,0.819,9.06761712511383e-63,3,RAB1B
VPS25,4.64967659350653e-67,0.52359429465368,0.081,0.854,9.118945735185e-63,3,VPS25
RABIF,4.95792764774603e-67,0.651077039197801,0.093,0.878,9.72348770275951e-63,3,RABIF
C17orf49,5.00314571375388e-67,0.262948775527199,0.123,0.942,9.8121693738141e-63,3,C17orf49
FBXO22,5.42318327671326e-67,0.464450222013226,0.064,0.814,1.06359470422901e-62,3,FBXO22
UBQLN4,5.43214699650485e-67,0.385379091596192,0.076,0.84,1.06535266895453e-62,3,UBQLN4
PARD3,5.7273995503866e-67,0.31539547622955,0.064,0.822,1.12325759982182e-62,3,PARD3
SNRNP200,6.12889660327592e-67,0.47100638394396,0.097,0.889,1.20199920183447e-62,3,SNRNP200
FAM3A,6.2103203155139e-67,0.571792387820429,0.059,0.809,1.21796802027859e-62,3,FAM3A
PFDN1,6.30008608057438e-67,0.414730301726389,0.055,0.801,1.23557288212225e-62,3,PFDN1
PQBP1,6.84834282855204e-67,0.480186301182437,0.11,0.907,1.34309699553563e-62,3,PQBP1
FOLR1,6.98864588646802e-67,0.280648123001039,0.089,0.871,1.37061323125411e-62,3,FOLR1
MAPT,7.03839441946727e-67,0.268143801664795,0.064,0.818,1.38036991354592e-62,3,MAPT
OGFRL1,7.21823491161487e-67,0.475177820147917,0.119,0.931,1.41564023086591e-62,3,OGFRL1
UBA2,7.29606605099358e-67,0.594513722564085,0.059,0.81,1.43090447392086e-62,3,UBA2
ADSS,7.36611309381536e-67,0.797231249852745,0.097,0.891,1.44464209995907e-62,3,ADSS
MRPL13,7.3743875347708e-67,0.390683654573915,0.131,0.961,1.44626488331925e-62,3,MRPL13
YIPF4,7.59974544415995e-67,0.384942028177337,0.064,0.818,1.49046207650865e-62,3,YIPF4
DCTN6,8.84405290512825e-67,0.483298848713622,0.081,0.851,1.73449565575375e-62,3,DCTN6
MRPL19,9.6689629118182e-67,0.474123208719415,0.119,0.936,1.89627700626579e-62,3,MRPL19
CAPRIN11,9.74422760856744e-67,0.326030319766312,0.119,0.931,1.91103791859225e-62,3,CAPRIN1
PSME4,1.00905054913572e-66,0.624160253348637,0.102,0.904,1.97894993696497e-62,3,PSME4
SPNS1,1.09020270078611e-66,0.702926734949358,0.068,0.824,2.13810553678172e-62,3,SPNS1
SHTN1,1.21038037582026e-66,0.546318561250204,0.072,0.839,2.37379799305869e-62,3,SHTN1
CREM,1.25101984948357e-66,0.455416430425583,0.106,0.912,2.45350012880718e-62,3,CREM
HNRNPH1,1.26634470971816e-66,0.592947616612357,0.081,0.852,2.48355524469926e-62,3,HNRNPH1
SELENOK,1.29466610108568e-66,0.327342372765149,0.064,0.817,2.53909915744923e-62,3,SELENOK
MRPL351,1.3066348129472e-66,0.275502697478851,0.042,0.773,2.56257219515205e-62,3,MRPL35
POGK,1.54978884652202e-66,0.702284952940061,0.051,0.79,3.03944588579899e-62,3,POGK
RALY,1.64013118767971e-66,0.544160349450847,0.136,0.956,3.21662528527745e-62,3,RALY
ANAPC51,1.70548889937985e-66,0.268704109952204,0.081,0.851,3.34480482946375e-62,3,ANAPC5
NR2F2,1.72395607174058e-66,0.301024961067443,0.034,0.753,3.38102264789763e-62,3,NR2F2
ZNF3261,1.73529898354353e-66,0.395557950148897,0.085,0.856,3.40326836652557e-62,3,ZNF326
NELFE,1.7468736062676e-66,0.444621497160544,0.127,0.943,3.42596851661202e-62,3,NELFE
COQ9,1.93176481976512e-66,0.42981599946718,0.059,0.806,3.78857716452336e-62,3,COQ9
PWP1,2.11208227677288e-66,0.493188008316732,0.085,0.862,4.14221576120698e-62,3,PWP1
ATG12,2.13570184128983e-66,0.442347118720534,0.055,0.795,4.18853845113762e-62,3,ATG12
MRPL40,2.2156582940103e-66,0.53303784779619,0.106,0.904,4.34534904621301e-62,3,MRPL40
TLE2,2.3365150699775e-66,0.386623475624123,0.059,0.802,4.58237335523987e-62,3,TLE2
SYNGR1,2.74613874612478e-66,0.43982545465089,0.081,0.847,5.38572730889993e-62,3,SYNGR1
MAPKAPK2,2.87465970443297e-66,0.519393634111158,0.047,0.781,5.63778261233393e-62,3,MAPKAPK2
PDXDC1,3.02301151193142e-66,0.654301498513356,0.076,0.84,5.92873017719991e-62,3,PDXDC1
MALSU1,3.23613112973867e-66,0.32848711459294,0.114,0.917,6.34670037164349e-62,3,MALSU1
NAP1L4,3.24480580137271e-66,0.430965548894029,0.136,0.967,6.36371313765216e-62,3,NAP1L4
CAPNS1,4.11607361210966e-66,0.443448369204284,0.102,0.891,8.07244356806947e-62,3,CAPNS1
BCLAF1,4.35119968951938e-66,0.498825720592158,0.11,0.906,8.5335728310854e-62,3,BCLAF1
ARHGEF2,4.44760083571017e-66,0.433779854784371,0.064,0.814,8.72263475899479e-62,3,ARHGEF2
U2SURP1,5.03227367480721e-66,0.432993957997918,0.123,0.935,9.8692951310319e-62,3,U2SURP
PET100,5.12915406219589e-66,0.336292469510081,0.136,0.968,1.00592969467786e-61,3,PET100
YY1AP1,5.53244992662073e-66,0.273733444091713,0.03,0.742,1.08502407960886e-61,3,YY1AP1
LRBA,5.56106455436728e-66,0.560013371916441,0.123,0.932,1.09063598040251e-61,3,LRBA
COMMD9,6.37422232922393e-66,0.272865650546477,0.068,0.824,1.2501124832074e-61,3,COMMD9
RNF115,6.75865243065535e-66,0.826263340575356,0.119,0.923,1.32550691470013e-61,3,RNF115
TSR1,6.90652291932253e-66,0.658315231209235,0.038,0.761,1.35450727493753e-61,3,TSR1
TXNDC9,7.10185347328705e-66,0.414498223858898,0.114,0.926,1.39281550318106e-61,3,TXNDC9
NOC2L,7.10888902999756e-66,0.683116826575063,0.085,0.86,1.39419531656312e-61,3,NOC2L
TATDN1,7.12723616886619e-66,0.728122093150427,0.119,0.932,1.39779355743804e-61,3,TATDN1
PHYH,7.93751282563406e-66,0.33417003350768,0.119,0.918,1.55670501536335e-61,3,PHYH
ISCA1,8.74851067433942e-66,0.584265141936243,0.093,0.877,1.71575791345145e-61,3,ISCA1
NTPCR,8.81408424268569e-66,0.25340666622507,0.119,0.927,1.72861820167552e-61,3,NTPCR
MRPL17,8.84926574834855e-66,0.320772949901854,0.11,0.904,1.73551799856612e-61,3,MRPL17
CUL3,9.33084784266727e-66,0.916868923507872,0.038,0.76,1.8299658789039e-61,3,CUL3
NET1,9.35416701627039e-66,0.653032452291087,0.085,0.857,1.83453923523095e-61,3,NET1
IFT20,1.03698159493151e-65,0.511228300523404,0.068,0.821,2.03372830397967e-61,3,IFT20
PITPNA,1.23192631352928e-65,0.739495876114832,0.097,0.883,2.41605388609361e-61,3,PITPNA
MORN2,1.28884542354502e-65,0.416601804370898,0.136,0.963,2.52768364465649e-61,3,MORN2
DGAT1,1.31634876982424e-65,0.711004843359653,0.068,0.819,2.58162320737929e-61,3,DGAT1
UBAP2,1.67904417454873e-65,0.422429287731297,0.042,0.763,3.29294143512496e-61,3,UBAP2
ZCRB1,1.93676864511495e-65,0.587688177712393,0.106,0.899,3.79839066679944e-61,3,ZCRB1
BCAS2,1.95096928407726e-65,0.621158370227762,0.11,0.91,3.82624095993232e-61,3,BCAS2
JMJD41,2.03000300374017e-65,0.359836002941134,0.055,0.791,3.98124189093522e-61,3,JMJD4
RRP15,2.26460231054194e-65,0.665594035016501,0.102,0.886,4.44133805143485e-61,3,RRP15
SOX111,2.36839805249175e-65,0.369361354328948,0.085,0.852,4.64490226054681e-61,3,SOX11
DLG3,2.41414662815468e-65,0.478267933414143,0.072,0.83,4.73462436713697e-61,3,DLG3
TUBGCP2,2.50486668306535e-65,0.707984296275129,0.055,0.789,4.91254453882776e-61,3,TUBGCP2
BCKDK,2.65433153126033e-65,0.425243950199104,0.064,0.808,5.20567499910776e-61,3,BCKDK
SLTM,2.6689252455126e-65,0.382395100957399,0.127,0.935,5.23429619149931e-61,3,SLTM
CTSH,3.00607097718546e-65,0.355271091484455,0.076,0.836,5.89550640045612e-61,3,CTSH
ZNF207,3.20202616467208e-65,0.749186900326174,0.093,0.876,6.27981371415488e-61,3,ZNF207
THOC21,3.25855467102336e-65,0.660933744131354,0.089,0.866,6.39067742081101e-61,3,THOC2
ATXN10,3.33298264270552e-65,0.389620239384484,0.11,0.896,6.53664555887407e-61,3,ATXN10
SLC25A11,3.38412334138736e-65,0.481712369126292,0.093,0.863,6.6369426971289e-61,3,SLC25A11
TSR2,3.41859412333937e-65,0.305784689860014,0.093,0.862,6.70454679469317e-61,3,TSR2
PPP2R2A,3.66957355664171e-65,0.747080212226791,0.106,0.9,7.19676765928571e-61,3,PPP2R2A
HIGD2A,4.31445499899905e-65,0.281367821460355,0.127,0.948,8.46150914403694e-61,3,HIGD2A
WDR82,4.38963383760166e-65,0.557081081428908,0.059,0.801,8.60894988230437e-61,3,WDR82
MVD,4.49529188513801e-65,0.646547781607155,0.068,0.818,8.81616644513266e-61,3,MVD
STARD7,4.62753277220893e-65,0.868281038210171,0.059,0.801,9.07551727285616e-61,3,STARD7
